Seq,Rank,School_url,College,Town,Wiki,Web,Summary
324,660,/reviews/5896.htm,Columbia College,Columbia,https://en.wikipedia.org/wiki/Columbia_College_(Missouri),https://www.ccis.edu,"Established in 1851,  Columbia College is a non-profit private higher-education institution located in the urban setting of the small city of Columbia (population range of 50,000-249,999 inhabitants), Missouri.   Officially accredited by the Higher Learning Commission, Columbia College  is a large (uniRank enrollment range: 15,000-19,999 students) coeducational US higher education institution. Columbia College offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  Columbia College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
325,473,/reviews/5390.htm,Columbia College Chicago,Chicago,https://en.wikipedia.org/wiki/Columbia_College_Chicago,https://www.colum.edu,"Established in 1890,  Columbia College Chicago is a non-profit private higher-education institution located in the urban setting of the metropolis of Chicago (population range of 1,000,000-5,000,000 inhabitants), Illinois.   Officially accredited by the Higher Learning Commission, Columbia College Chicago  is a medium-sized (uniRank enrollment range: 7,000-7,999 students) coeducational US higher education institution. Columbia College Chicago offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 130 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  Columbia College Chicago also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
326,1542,/reviews/16821.htm,Columbia College Hollywood,Tarzana,https://en.wikipedia.org/wiki/Columbia_College_Hollywood,https://columbiacollege.edu,"Founded in 1952,  Columbia College Hollywood is a non-profit private specialized higher-education institution located in the urban setting of the metropolis of Tarzana (population range of 1,000,000-5,000,000 inhabitants), California.   Officially accredited by the WASC Senior College and University Commission, Columbia College Hollywood  is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. Columbia College Hollywood offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 68 years old US higher-education institution has a selective admission policy based on students' past academic record and grades. International students are welcome to apply for enrollment.  Columbia College Hollywood also provides several academic and non-academic facilities and services to students including a library,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
327,1318,/reviews/6544.htm,"Columbia College, South Carolina",Columbia,,https://www.columbiasc.edu,"Established in 1854,  Columbia College, South Carolina is a non-profit private higher-education institution located in the urban setting of the small city of Columbia (population range of 50,000-249,999 inhabitants), South Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Columbia College, South Carolina  is a very small (uniRank enrollment range: 1,000-1,999 students) women only US higher education institution formally affiliated with the Christian-Methodist religion. Columbia College, South Carolina offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 166 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  Columbia College, South Carolina also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
328,1121,/reviews/6545.htm,Columbia International University,Columbia,https://en.wikipedia.org/wiki/Columbia_International_University,http://www.ciu.edu,"Founded in 1923,  Columbia International University is a non-profit private higher-education institution located in the urban setting of the small city of Columbia (population range of 50,000-249,999 inhabitants), South Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Columbia International University (CIU) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Evangelical religion. Columbia International University (CIU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 97 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International students are welcome to apply for enrollment.  CIU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
329,6,/reviews/6075.htm,Columbia University in the City of New York,New York City,https://en.wikipedia.org/wiki/Columbia_University,https://www.columbia.edu,"Founded in 1754,  Columbia University in the City of New York is a non-profit private higher-education institution located in the urban setting of the large metropolis of New York City (population range of over 5,000,000 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, Columbia University in the City of New York  is a very large (uniRank enrollment range: 30,000-34,999 students) coeducational US higher education institution. Columbia University in the City of New York offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 266 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 0-10% making this US higher education organization a most selective institution. International students are welcome to apply for enrollment.  Columbia University in the City of New York also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
330,1022,/reviews/6288.htm,Columbus College of Art and Design,Columbus,https://en.wikipedia.org/wiki/Columbus_College_of_Art_and_Design,https://www.ccad.edu,"Established in 1879,  Columbus College of Art and Design is a non-profit private specialized higher-education institution located in the urban setting of the large city of Columbus (population range of 500,000-1,000,000 inhabitants), Ohio.   Officially accredited by the Higher Learning Commission, Columbus College of Art and Design (CCAD) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution. Columbus College of Art and Design (CCAD) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 141 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  CCAD also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
331,734,/reviews/5320.htm,Columbus State University,Columbus,https://en.wikipedia.org/wiki/Columbus_State_University,https://www.columbusstate.edu,"Established in 1958,  Columbus State University is a non-profit public state higher-education institution located in the urban setting of the small city of Columbus (population range of 50,000-249,999 inhabitants), Georgia.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Columbus State University (CSU) is a large (uniRank enrollment range: 10,000-14,999 students) coeducational US higher education institution. Columbus State University (CSU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 62 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  CSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
332,1236,/reviews/6845.htm,Concord University,Athens,https://en.wikipedia.org/wiki/Concord_University,https://www.concord.edu,"Founded in 1872,  Concord University is a non-profit public state higher-education institution located in the rural setting of the small town of Athens (population range of under 2,500 inhabitants), West Virginia.   Officially accredited by the Higher Learning Commission, Concord University  is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution. Concord University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 148 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  Concord University also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
333,861,/reviews/5836.htm,Concordia College,Moorhead,"https://en.wikipedia.org/wiki/Concordia_College_(Moorhead,_Minnesota)",https://www.concordiacollege.edu,"Established in 1891,  Concordia College is a non-profit private liberal arts higher-education institution located in the suburban setting of the large town of Moorhead (population range of 10,000-49,999 inhabitants), Minnesota.   Officially accredited by the Higher Learning Commission, Concordia College  is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 128 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  Concordia College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
334,1162,/reviews/6076.htm,Concordia College-New York,Bronxville,https://en.wikipedia.org/wiki/Concordia_College_(New_York),https://www.concordia-ny.edu,"Established in 1881,  Concordia College-New York is a non-profit private higher-education institution located in the suburban setting of the medium town of Bronxville (population range of 2,500-9,999 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, Concordia College-New York (Concordia) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia College-New York (Concordia) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 139 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  Concordia also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
335,1433,/reviews/5785.htm,Concordia University Ann Arbor,Ann Arbor,https://en.wikipedia.org/wiki/Concordia_University_Ann_Arbor,https://www.cuaa.edu,"Founded in 1962,  Concordia University Ann Arbor is a non-profit private multidisciplinary higher-education institution located in the urban setting of the small city of Ann Arbor (population range of 50,000-249,999 inhabitants), Michigan.   Officially accredited by the Higher Learning Commission, Concordia University Ann Arbor (CUAA) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University Ann Arbor (CUAA) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 58 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  CUAA also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
336,1142,/reviews/5391.htm,Concordia University Chicago,River Forest,https://en.wikipedia.org/wiki/Concordia_University_Chicago,https://www.cuchicago.edu,"Founded in 1864,  Concordia University Chicago is a non-profit private higher-education institution located in the suburban setting of the large town of River Forest (population range of 10,000-49,999 inhabitants), Illinois.   Officially accredited by the Higher Learning Commission, Concordia University Chicago (CUC) is a medium-sized (uniRank enrollment range: 7,000-7,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University Chicago (CUC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 156 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  CUC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
337,860,/reviews/5057.htm,Concordia University Irvine,Irvine,https://en.wikipedia.org/wiki/Concordia_University_Irvine,https://www.cui.edu,"Founded in 1976,  Concordia University Irvine is a non-profit private higher-education institution located in the urban setting of the small city of Irvine (population range of 50,000-249,999 inhabitants), California.   Officially accredited by the WASC Senior College and University Commission, Concordia University Irvine (CUI) is a small (uniRank enrollment range: 5,000-5,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University Irvine (CUI) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 44 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  CUI also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
338,949,/reviews/6647.htm,Concordia University Texas,Austin,https://en.wikipedia.org/wiki/Concordia_University_Texas,https://www.concordia.edu,"Founded in 1926,  Concordia University Texas is a non-profit private higher-education institution located in the urban setting of the large city of Austin (population range of 500,000-1,000,000 inhabitants), Texas.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Concordia University Texas (CTX) is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University Texas (CTX) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 94 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  CTX also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
339,753,/reviews/6869.htm,Concordia University Wisconsin,Mequon,https://en.wikipedia.org/wiki/Concordia_University_Wisconsin,https://www.cuw.edu,"Founded in 1881,  Concordia University Wisconsin is a non-profit private higher-education institution located in the suburban setting of the large town of Mequon (population range of 10,000-49,999 inhabitants), Wisconsin.   Officially accredited by the Higher Learning Commission, Concordia University Wisconsin (CUW) is a medium-sized (uniRank enrollment range: 8,000-8,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University Wisconsin (CUW) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 139 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  CUW also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
340,1135,/reviews/5959.htm,"Concordia University, Nebraska",Seward,https://en.wikipedia.org/wiki/Concordia_University_Nebraska,https://www.cune.edu,"Founded in 1894,  Concordia University, Nebraska is a non-profit private higher-education institution located in the rural setting of the medium town of Seward (population range of 2,500-9,999 inhabitants), Nebraska.   Officially accredited by the Higher Learning Commission, Concordia University, Nebraska  is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University, Nebraska offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 126 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution.  Concordia University, Nebraska also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
341,746,/reviews/5837.htm,"Concordia University, St. Paul",Saint Paul,"https://en.wikipedia.org/wiki/Concordia_University_(Saint_Paul,_Minnesota)",https://www.csp.edu,"Founded in 1893,  Concordia University, St. Paul is a non-profit private higher-education institution located in the urban setting of the medium city of Saint Paul (population range of 250,000-499,999 inhabitants), Minnesota.   Officially accredited by the Higher Learning Commission, Concordia University, St. Paul (CSP) is a medium-sized (uniRank enrollment range: 6,000-6,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Concordia University, St. Paul (CSP) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 127 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  CSP also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
342,418,/reviews/5208.htm,Connecticut College,New London,https://en.wikipedia.org/wiki/Connecticut_College,https://www.conncoll.edu,"Established in 1911,  Connecticut College is a non-profit private liberal arts higher-education institution located in the urban setting of the large town of New London (population range of 10,000-49,999 inhabitants), Connecticut.   Officially accredited by the New England Commission of Higher Education, Connecticut College (CC) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution. Connecticut College (CC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 109 years old US higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  CC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
343,1145,/reviews/6546.htm,Converse College,Spartanburg,https://en.wikipedia.org/wiki/Converse_College,https://www.converse.edu,"Established in 1889,  Converse College is a non-profit private higher-education institution located in the urban setting of the large town of Spartanburg (population range of 10,000-49,999 inhabitants), South Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Converse College  is a small (uniRank enrollment range: 3,000-3,999 students) women only US higher education institution. Converse College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 131 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  Converse College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
344,1622,/reviews/14917.htm,Conway School of Landscape Design,Northampton,https://en.wikipedia.org/wiki/Conway_School_of_Landscape_Design,https://csld.edu,"Founded in 1972,  Conway School of Landscape Design is a non-profit private specialized higher-education institution located in the urban setting of the large town of Northampton (population range of 10,000-49,999 inhabitants), Massachusetts.   Officially accredited by the New England Commission of Higher Education, Conway School of Landscape Design (CSLD) is a very small (uniRank enrollment range: under-250 students) coeducational US higher education institution. Conway School of Landscape Design (CSLD) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.  CSLD also provides several academic and non-academic facilities and services to students including a library,  financial aids and/or scholarships,  as well as administrative services."
345,1053,/reviews/5664.htm,Coppin State University,Baltimore,https://en.wikipedia.org/wiki/Coppin_State_University,https://www.coppin.edu,"Established in 1938,  Coppin State University is a non-profit public state higher-education institution located in the urban setting of the large city of Baltimore (population range of 500,000-1,000,000 inhabitants), Maryland.   Officially accredited by the Middle States Commission on Higher Education, Coppin State University (Coppin) is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution. Coppin State University (Coppin) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 81 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  Coppin also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
346,1417,/reviews/6405.htm,Corban University,Salem,https://en.wikipedia.org/wiki/Corban_University,https://www.corban.edu,"Founded in 1935,  Corban University is a non-profit private multidisciplinary higher-education institution located in the urban setting of the small city of Salem (population range of 50,000-249,999 inhabitants), Oregon.  This institution also has a branch campus in Portland. Officially accredited by the Northwest Commission on Colleges and Universities, Corban University  is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Baptist religion. Corban University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 85 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  Corban University also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
347,725,/reviews/5533.htm,Cornell College,Mount Vernon,https://en.wikipedia.org/wiki/Cornell_College,https://www.cornellcollege.edu,"Founded in 1853,  Cornell College is a non-profit private liberal arts higher-education institution located in the suburban setting of the medium town of Mount Vernon (population range of 2,500-9,999 inhabitants), Iowa.   Officially accredited by the Higher Learning Commission, Cornell College  is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. Cornell College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 167 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  Cornell College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
348,4,/reviews/6077.htm,Cornell University,Ithaca,https://en.wikipedia.org/wiki/Cornell_University,https://www.cornell.edu,"Founded in 1865,  Cornell University is a non-profit private higher-education institution located in the urban setting of the large town of Ithaca (population range of 10,000-49,999 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, Cornell University  is a large (uniRank enrollment range: 20,000-24,999 students) coeducational US higher education institution. Cornell University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 155 years old US higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 10-20% making this US higher education organization a most selective institution. International students are welcome to apply for enrollment.  Cornell University also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
349,1068,/reviews/14452.htm,Cornerstone University,Grand Rapids,https://en.wikipedia.org/wiki/Cornerstone_University,https://www.cornerstone.edu,"Established in 1941,  Cornerstone University is a non-profit private higher-education institution located in the urban setting of the small city of Grand Rapids (population range of 50,000-249,999 inhabitants), Michigan.   Officially accredited by the Higher Learning Commission, Cornerstone University (CU) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Interdenominational religion. Cornerstone University (CU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 79 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  CU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
350,1140,/reviews/6817.htm,Cornish College of the Arts,Seattle,https://en.wikipedia.org/wiki/Cornish_College_of_the_Arts,https://www.cornish.edu,"Founded in 1914,  Cornish College of the Arts is a non-profit private specialized higher-education institution located in the urban setting of the large city of Seattle (population range of 500,000-1,000,000 inhabitants), Washington.   Officially accredited by the Northwest Commission on Colleges and Universities, Cornish College of the Arts  is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. Cornish College of the Arts offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 106 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  Cornish College of the Arts also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
351,1521,/reviews/16822.htm,Cottey College,Nevada,https://en.wikipedia.org/wiki/Cottey_College,https://cottey.edu,"Established in 1884,  Cottey College is a non-profit private higher-education institution located in the rural setting of the medium town of Nevada (population range of 2,500-9,999 inhabitants), Missouri.   Officially accredited by the Higher Learning Commission, Cottey College  is a very small (uniRank enrollment range: 250-499 students) women only US higher education institution. Cottey College offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 136 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  Cottey College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
352,1370,/reviews/5321.htm,Covenant College,Lookout Mountain,https://en.wikipedia.org/wiki/Covenant_College,https://www.covenant.edu,"Founded in 1955,  Covenant College is a non-profit private liberal arts higher-education institution located in the suburban setting of the large town of Lookout Mountain (population range of 10,000-49,999 inhabitants), Georgia.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Covenant College  is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Presbyterian religion. Covenant College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 65 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  Covenant College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
